opor_co_no,opor_no,opor_pwd,co_no,pd_no,exch_group_no,asset_acco_no_str
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480008,48480008,48480008;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480009,48480009,48480009;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480010,48480010,48480010;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480011,48480011,48480011;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480012,48480012,48480012;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480013,48480013,48480013;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480014,48480014,48480014;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480015,48480015,48480015;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480016,48480016,48480016;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480017,48480017,48480017;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480018,48480018,48480018;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480019,48480019,48480019;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480020,48480020,48480020;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480021,48480021,48480021;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480022,48480022,48480022;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480023,48480023,48480023;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480024,48480024,48480024;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480025,48480025,48480025;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480026,48480026,48480026;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480027,48480027,48480027;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480028,48480028,48480028;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480029,48480029,48480029;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480030,48480030,48480030;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480031,48480031,48480031;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480032,48480032,48480032;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480033,48480033,48480033;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480034,48480034,48480034;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480035,48480035,48480035;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480036,48480036,48480036;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480037,48480037,48480037;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480038,48480038,48480038;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480039,48480039,48480039;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480040,48480040,48480040;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480041,48480041,48480041;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480042,48480042,48480042;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480043,48480043,48480043;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480044,48480044,48480044;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480045,48480045,48480045;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480046,48480046,48480046;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480047,48480047,48480047;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480048,48480048,48480048;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480049,48480049,48480049;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480050,48480050,48480050;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480051,48480051,48480051;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480052,48480052,48480052;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480053,48480053,48480053;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480054,48480054,48480054;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480055,48480055,48480055;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480056,48480056,48480056;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480057,48480057,48480057;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480058,48480058,48480058;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480059,48480059,48480059;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480060,48480060,48480060;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480061,48480061,48480061;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480062,48480062,48480062;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480063,48480063,48480063;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480064,48480064,48480064;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480065,48480065,48480065;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480066,48480066,48480066;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480067,48480067,48480067;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480068,48480068,48480068;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480069,48480069,48480069;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480070,48480070,48480070;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480071,48480071,48480071;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480072,48480072,48480072;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480073,48480073,48480073;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480074,48480074,48480074;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480075,48480075,48480075;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480076,48480076,48480076;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480077,48480077,48480077;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480078,48480078,48480078;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480079,48480079,48480079;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480080,48480080,48480080;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480081,48480081,48480081;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480082,48480082,48480082;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480083,48480083,48480083;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480084,48480084,48480084;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480085,48480085,48480085;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480086,48480086,48480086;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480087,48480087,48480087;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480088,48480088,48480088;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480089,48480089,48480089;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480090,48480090,48480090;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480091,48480091,48480091;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480092,48480092,48480092;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480093,48480093,48480093;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480094,48480094,48480094;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480095,48480095,48480095;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480096,48480096,48480096;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480097,48480097,48480097;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480098,48480098,48480098;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480099,48480099,48480099;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480100,48480100,48480100;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490001,49490001,49490001;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490002,49490002,49490002;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490003,49490003,49490003;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490004,49490004,49490004;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490005,49490005,49490005;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490006,49490006,49490006;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490007,49490007,49490007;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490008,49490008,49490008;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490009,49490009,49490009;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490010,49490010,49490010;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490011,49490011,49490011;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490012,49490012,49490012;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490013,49490013,49490013;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490014,49490014,49490014;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490015,49490015,49490015;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490016,49490016,49490016;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490017,49490017,49490017;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490018,49490018,49490018;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490019,49490019,49490019;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490020,49490020,49490020;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490021,49490021,49490021;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490022,49490022,49490022;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490023,49490023,49490023;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490024,49490024,49490024;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490025,49490025,49490025;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490026,49490026,49490026;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490027,49490027,49490027;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490028,49490028,49490028;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490029,49490029,49490029;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490030,49490030,49490030;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490031,49490031,49490031;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490032,49490032,49490032;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490033,49490033,49490033;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490034,49490034,49490034;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490035,49490035,49490035;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490036,49490036,49490036;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490037,49490037,49490037;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490038,49490038,49490038;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490039,49490039,49490039;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490040,49490040,49490040;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490041,49490041,49490041;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490042,49490042,49490042;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490043,49490043,49490043;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490044,49490044,49490044;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490045,49490045,49490045;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490046,49490046,49490046;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490047,49490047,49490047;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490048,49490048,49490048;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490049,49490049,49490049;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490050,49490050,49490050;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490051,49490051,49490051;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490052,49490052,49490052;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490053,49490053,49490053;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490054,49490054,49490054;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490055,49490055,49490055;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490056,49490056,49490056;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490057,49490057,49490057;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490058,49490058,49490058;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490059,49490059,49490059;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490060,49490060,49490060;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490061,49490061,49490061;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490062,49490062,49490062;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490063,49490063,49490063;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490064,49490064,49490064;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490065,49490065,49490065;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490066,49490066,49490066;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490067,49490067,49490067;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490068,49490068,49490068;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490069,49490069,49490069;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490070,49490070,49490070;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490071,49490071,49490071;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490072,49490072,49490072;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490073,49490073,49490073;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490074,49490074,49490074;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490075,49490075,49490075;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490076,49490076,49490076;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490077,49490077,49490077;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490078,49490078,49490078;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490079,49490079,49490079;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490080,49490080,49490080;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490081,49490081,49490081;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490082,49490082,49490082;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490083,49490083,49490083;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490084,49490084,49490084;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490085,49490085,49490085;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490086,49490086,49490086;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490087,49490087,49490087;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490088,49490088,49490088;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490089,49490089,49490089;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490090,49490090,49490090;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490091,49490091,49490091;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490092,49490092,49490092;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490093,49490093,49490093;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490094,49490094,49490094;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490095,49490095,49490095;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490096,49490096,49490096;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490097,49490097,49490097;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490098,49490098,49490098;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490099,49490099,49490099;
4949,49490001,NjUzOTA2YzQ5NDNiZDFkY2M3ZTFjZWZiNDMyNTI4OTY=,4949,49490100,49490100,49490100;
